Date,Open,High,Low,Close,Adj Close,Volume
2019-10-22,110.000000,112.879997,105.550003,106.400002,106.400002,2318200
2019-10-23,102.699997,105.669998,97.250000,97.900002,97.900002,4719000
2019-10-24,96.500000,103.769997,96.150002,101.699997,101.699997,4696000
2019-10-25,101.769997,102.000000,97.738998,100.809998,100.809998,3302200
2019-10-28,101.000000,108.169998,97.849998,105.410004,105.410004,8359600
2019-10-29,82.959999,88.879997,80.099998,81.989998,81.989998,32782100
2019-10-30,84.349998,90.000000,83.000000,88.889999,88.889999,14613800
2019-10-31,90.440002,90.440002,83.629997,84.449997,84.449997,7036300
2019-11-01,84.370003,85.290001,81.830002,82.000000,82.000000,5197900
2019-11-04,83.400002,83.440002,79.629997,79.790001,79.790001,4697200
2019-11-05,83.250000,84.970001,81.389999,81.449997,81.449997,8328100
2019-11-06,82.040001,83.510002,80.500000,80.730003,80.730003,3654600
2019-11-07,81.099998,81.190002,77.220001,78.989998,78.989998,6162300
2019-11-08,79.250000,80.790001,78.669998,79.949997,79.949997,2816100
2019-11-11,79.879997,79.964996,75.647003,76.790001,76.790001,4998700
2019-11-12,76.750000,79.470001,73.849998,78.269997,78.269997,6289400
2019-11-13,78.000000,80.180000,77.000000,79.014999,79.014999,3886400
2019-11-14,81.339996,83.379997,79.639999,80.430000,80.430000,5525400
2019-11-15,81.040001,83.139999,79.059998,80.809998,80.809998,4057800
2019-11-18,81.220001,81.220001,78.550003,79.720001,79.720001,2931700
2019-11-19,79.750000,80.000000,76.550003,77.349998,77.349998,2948000
2019-11-20,76.889999,78.570000,76.230003,78.120003,78.120003,2196300
2019-11-21,78.300003,80.175003,77.180000,78.620003,78.620003,2630600
2019-11-22,78.550003,78.900002,76.550003,77.339996,77.339996,2343000
2019-11-25,78.040001,78.800003,76.050003,77.279999,77.279999,3920700
2019-11-26,77.519997,79.730003,76.699997,79.430000,79.430000,3298600
2019-11-27,79.959999,83.651001,79.750000,81.660004,81.660004,5099900
2019-11-29,82.080002,84.900002,81.830002,82.959999,82.959999,3694700
2019-12-02,83.300003,83.643997,77.029999,79.269997,79.269997,5973100
2019-12-03,77.510002,77.680000,75.400002,76.160004,76.160004,5244700
2019-12-04,76.750000,77.050003,73.510002,73.889999,73.889999,5165700
2019-12-05,73.589996,76.029999,71.301003,73.660004,73.660004,5681400
2019-12-06,74.000000,76.300003,73.250000,76.220001,76.220001,3563100
2019-12-09,76.160004,76.274002,73.629997,74.050003,74.050003,3014000
2019-12-10,73.449997,75.080002,73.400002,74.650002,74.650002,2453000
2019-12-11,74.790001,76.949997,74.459999,75.900002,75.900002,3321100
2019-12-12,75.910004,76.879997,74.269997,75.230003,75.230003,2606500
2019-12-13,75.360001,76.389999,74.849998,75.019997,75.019997,1771800
2019-12-16,75.000000,75.010002,71.646004,73.599998,73.599998,4872400
2019-12-17,73.169998,77.209999,73.169998,76.330002,76.330002,4608400
2019-12-18,76.550003,77.879997,75.440002,77.300003,77.300003,3738500
2019-12-19,77.790001,80.019997,76.820000,77.360001,77.360001,4775100
2019-12-20,76.879997,77.000000,75.070000,76.839996,76.839996,5968100
2019-12-23,76.879997,78.459999,76.629997,77.739998,77.739998,2860900
2019-12-24,78.019997,79.279999,76.939003,77.730003,77.730003,2016400
2019-12-26,78.250000,78.579002,76.050003,76.400002,76.400002,2957200
2019-12-27,76.730003,77.419998,75.139999,75.639999,75.639999,2733200
2019-12-30,75.760002,75.949997,73.599998,74.150002,74.150002,2548100
2019-12-31,73.550003,75.730003,73.220001,75.599998,75.599998,2002000
2020-01-02,76.230003,77.199997,75.260002,75.639999,75.639999,2221700
2020-01-03,75.120003,76.199997,74.314003,75.410004,75.410004,1628700
2020-01-06,74.970001,75.750000,73.830002,74.589996,74.589996,2324700
2020-01-07,75.000000,84.879997,75.000000,83.889999,83.889999,12044600
2020-01-08,86.000000,88.269997,81.160004,81.480003,81.480003,18216000
2020-01-09,82.980003,90.399002,81.349998,90.250000,90.250000,17066000
2020-01-10,91.823997,97.900002,90.250000,96.070000,96.070000,22552600
2020-01-13,99.709999,115.500000,98.800003,114.339996,114.339996,29486000
2020-01-14,124.730003,135.229996,114.279999,117.050003,117.050003,50610900
2020-01-15,110.790001,115.250000,106.110001,107.080002,107.080002,23035000
2020-01-16,111.269997,114.400002,107.250000,110.400002,110.400002,15019400
2020-01-17,110.839996,113.110001,107.430000,109.120003,109.120003,10445500
2020-01-21,113.000000,129.550003,111.120003,129.179993,129.179993,29424000
2020-01-22,126.930000,134.699997,119.010002,122.400002,122.400002,25189100
2020-01-23,119.750000,120.989998,112.879997,118.639999,118.639999,12073800
2020-01-24,123.809998,126.739998,116.419998,119.489998,119.489998,13241500
2020-01-27,119.800003,129.830002,119.599998,124.750000,124.750000,18454200
2020-01-28,124.430000,127.885002,117.260002,120.120003,120.120003,12237600
2020-01-29,123.739998,123.800003,113.629997,114.879997,114.879997,12994900
2020-01-30,115.400002,118.470001,114.489998,117.290001,117.290001,6708400
2020-01-31,117.430000,118.150002,108.029999,110.419998,110.419998,8055200
2020-02-03,111.809998,112.699997,102.430000,106.000000,106.000000,11109900
2020-02-04,106.769997,114.150002,106.500000,110.430000,110.430000,8532900
2020-02-05,113.500000,113.989998,108.959999,110.169998,110.169998,5428400
2020-02-06,111.997002,113.004997,109.550003,111.889999,111.889999,4170400
2020-02-07,111.980003,120.519997,111.300003,116.440002,116.440002,12762200
2020-02-10,118.489998,122.500000,116.099998,119.730003,119.730003,10574200
2020-02-11,120.459999,123.099998,116.099998,117.139999,117.139999,7971100
2020-02-12,117.279999,119.500000,113.769997,114.730003,114.730003,6242500
2020-02-13,114.790001,117.000000,111.000000,112.010002,112.010002,7911200
2020-02-14,113.000000,117.470001,112.309998,116.220001,116.220001,6969200
2020-02-18,118.000000,123.699997,117.577003,122.029999,122.029999,8647400
2020-02-19,124.070000,129.000000,122.099998,126.099998,126.099998,8705700
2020-02-20,126.080002,126.099998,115.139999,120.580002,120.580002,8376500
2020-02-21,120.620003,122.000000,116.029999,117.449997,117.449997,5571200
2020-02-24,110.000000,114.800003,109.050003,113.959999,113.959999,5926500
2020-02-25,115.120003,116.800003,108.139999,109.919998,109.919998,5461200
2020-02-26,115.330002,118.199997,111.550003,112.510002,112.510002,7231900
2020-02-27,110.339996,111.500000,103.500000,106.139999,106.139999,7833600
2020-02-28,88.000000,91.769997,85.000000,89.650002,89.650002,13231200
2020-03-02,95.000000,96.800003,90.300003,96.099998,96.099998,7240500
2020-03-03,101.599998,101.668999,94.629997,95.430000,95.430000,9611900
2020-03-04,99.019997,101.930000,97.699997,101.889999,101.889999,6576800
2020-03-05,99.239998,100.250000,95.070000,95.870003,95.870003,4337400
2020-03-06,92.900002,96.440002,91.599998,96.089996,96.089996,4210300
2020-03-09,85.500000,91.650002,82.220001,87.959999,87.959999,5221200
2020-03-10,92.050003,92.889999,85.610001,90.980003,90.980003,4379800
2020-03-11,87.870003,89.519997,81.325996,82.639999,82.639999,4175500
2020-03-12,72.500000,76.110001,68.849998,74.000000,74.000000,7099000
2020-03-13,76.010002,79.446999,68.610001,73.059998,73.059998,5494000
2020-03-16,63.820000,66.190002,60.139999,61.549999,61.549999,5988700
2020-03-17,61.560001,65.889999,57.759998,60.320000,60.320000,5631500
2020-03-18,56.150002,58.307999,51.000000,54.020000,54.020000,4744600
2020-03-19,52.049999,58.799999,48.180000,57.330002,57.330002,5759800
2020-03-20,59.610001,63.478001,54.150002,57.990002,57.990002,5121500
2020-03-23,57.509998,60.869999,55.110001,57.549999,57.549999,3675500
2020-03-24,62.349998,69.750000,62.000000,67.430000,67.430000,5678800
2020-03-25,73.129997,78.599998,70.564003,73.000000,73.000000,6706100
2020-03-26,69.500000,72.959999,66.419998,71.099998,71.099998,7950000
2020-03-27,68.169998,68.214996,64.220001,66.120003,66.120003,4075700
2020-03-30,67.000000,68.500000,63.820000,66.089996,66.089996,3106700
2020-03-31,67.199997,69.000000,65.339996,66.599998,66.599998,2564600
2020-04-01,64.199997,65.680000,63.189999,64.180000,64.180000,2368500
2020-04-02,63.860001,63.970001,57.000000,57.950001,57.950001,4847400
2020-04-03,59.009998,60.849998,57.119999,59.910000,59.910000,3221600
2020-04-06,62.750000,66.660004,62.049999,65.919998,65.919998,3839100
2020-04-07,70.010002,71.800003,65.293999,67.430000,67.430000,4450300
2020-04-08,68.349998,71.400002,67.389999,69.470001,69.470001,2387000
2020-04-09,71.680000,74.720001,70.599998,72.300003,72.300003,3338300
2020-04-13,73.010002,77.160004,71.230003,76.669998,76.669998,3299200
2020-04-14,79.989998,82.629997,77.199997,78.050003,78.050003,4982600
2020-04-15,76.709999,77.000000,72.620003,74.699997,74.699997,2968500
2020-04-16,75.419998,76.070000,72.900002,74.820000,74.820000,2040500
2020-04-17,77.779999,78.000000,75.330002,76.910004,76.910004,2131100
2020-04-20,76.239998,83.620003,76.000000,79.120003,79.120003,4607000
2020-04-21,87.510002,92.000000,82.102997,84.959999,84.959999,13184900
2020-04-22,87.000000,90.389999,85.139999,88.459999,88.459999,6128900
2020-04-23,89.870003,101.559998,89.294998,99.779999,99.779999,11319900
2020-04-24,105.000000,113.480003,103.000000,108.779999,108.779999,21206200
2020-04-27,111.919998,116.639999,97.500000,99.629997,99.629997,20131500
2020-04-28,101.970001,104.480003,97.250000,99.519997,99.519997,7076500
2020-04-29,100.559998,103.000000,97.919998,100.099998,100.099998,4531300
2020-04-30,98.190002,107.000000,96.129997,98.989998,98.989998,6699200
2020-05-01,94.400002,98.720001,89.900002,91.529999,91.529999,6558400
2020-05-04,89.000000,95.471001,88.510002,95.160004,95.160004,4267800
2020-05-05,100.500000,102.500000,96.663002,100.160004,100.160004,11915200
2020-05-06,110.260002,126.500000,110.000000,126.209999,126.209999,38572400
2020-05-07,126.720001,127.839996,117.120003,122.660004,122.660004,22971000
2020-05-08,123.470001,136.000000,119.100998,133.509995,133.509995,22524900
2020-05-11,129.509995,139.289993,129.000000,130.820007,130.820007,15832000
2020-05-12,133.970001,145.500000,131.889999,136.929993,136.929993,21441900
2020-05-13,140.580002,147.550003,127.209999,134.509995,134.509995,22508200
2020-05-14,133.490005,141.000000,131.210007,135.410004,135.410004,12681800
2020-05-15,134.979996,140.199997,132.630005,134.160004,134.160004,8232900
2020-05-18,137.490005,137.949997,128.809998,130.029999,130.029999,8031600
2020-05-19,132.729996,142.000000,132.669998,136.199997,136.199997,13729700
2020-05-20,142.070007,144.919998,137.039993,140.500000,140.500000,9777900
2020-05-21,141.029999,141.914993,134.449997,138.110001,138.110001,5531800
2020-05-22,137.259995,139.380005,135.070007,136.800003,136.800003,3318600
2020-05-26,139.830002,139.880005,131.500000,132.869995,132.869995,4639100
2020-05-27,130.710007,131.979996,116.000000,123.150002,123.150002,10083700
2020-05-28,121.550003,126.598999,120.000000,120.820000,120.820000,4995800
2020-05-29,122.150002,129.000000,121.500000,128.289993,128.289993,7684500
2020-06-01,134.309998,139.199997,133.279999,138.690002,138.690002,11557800
2020-06-02,136.130005,136.750000,132.139999,135.190002,135.190002,6732900
2020-06-03,135.000000,138.449997,133.220001,134.229996,134.229996,4649000
2020-06-04,133.860001,142.210007,133.160004,136.440002,136.440002,7779600
2020-06-05,136.050003,137.889999,132.770004,133.529999,133.529999,4612000
2020-06-08,137.020004,163.220001,135.750000,162.460007,162.460007,20318900
2020-06-09,156.710007,161.539993,148.559998,153.949997,153.949997,13834100
2020-06-10,155.000000,163.080002,153.649994,156.160004,156.160004,8852300
2020-06-11,147.210007,155.240005,140.250000,143.509995,143.509995,9487200
2020-06-12,151.330002,151.940994,141.649994,144.740005,144.740005,5693700
2020-06-15,142.600006,154.399994,141.009995,154.000000,154.000000,6470500
2020-06-16,156.500000,157.350006,147.541000,151.940002,151.940002,4797600
2020-06-17,155.979996,167.160004,154.369995,156.339996,156.339996,16130000
2020-06-18,157.259995,160.970001,154.880005,158.199997,158.199997,6264300
2020-06-19,160.199997,165.460007,156.869995,158.279999,158.279999,7732100
2020-06-22,161.389999,164.960007,158.600006,159.630005,159.630005,5035000
2020-06-23,159.419998,160.136993,151.559998,152.789993,152.789993,7571100
2020-06-24,150.093994,156.580002,148.500000,151.380005,151.380005,5063400
2020-06-25,149.000000,151.750000,136.000000,145.350006,145.350006,13608800
2020-06-26,143.779999,146.000000,140.250000,141.679993,141.679993,4284400
2020-06-29,133.649994,134.210007,125.000000,131.550003,131.550003,10411300
2020-06-30,132.789993,136.606003,130.550003,133.979996,133.979996,4915800
2020-07-01,146.669998,151.529999,138.770004,141.639999,141.639999,14713400
2020-07-02,146.660004,146.949997,140.300003,140.720001,140.720001,4938800
2020-07-06,143.000000,144.720001,140.149994,143.000000,143.000000,4625900
2020-07-07,142.589996,146.449997,138.500000,143.110001,143.110001,4844600
2020-07-08,143.410004,145.949997,140.750000,144.979996,144.979996,3049100
2020-07-09,145.000000,145.500000,136.500000,141.220001,141.220001,4505200
2020-07-10,135.210007,136.649994,130.750000,135.029999,135.029999,5998300
2020-07-13,135.100006,136.169998,125.879997,125.980003,125.980003,6980900
2020-07-14,126.010002,129.990005,125.269997,127.779999,127.779999,3448100
2020-07-15,129.119995,135.660004,126.870003,131.750000,131.750000,6835800
2020-07-16,129.589996,133.600006,126.457001,128.449997,128.449997,5508600
2020-07-17,128.669998,129.740005,126.599998,128.270004,128.270004,2693400
2020-07-20,128.309998,129.128006,126.510002,128.500000,128.500000,2487300
2020-07-21,129.839996,135.919998,128.750000,129.919998,129.919998,5016000
2020-07-22,130.149994,133.070007,128.699997,130.570007,130.570007,2716700
2020-07-23,130.080002,132.800003,124.560997,127.150002,127.150002,3561600
2020-07-24,124.014999,126.400002,120.320000,125.089996,125.089996,2700900
2020-07-27,125.250000,126.779999,122.250000,126.720001,126.720001,2912200
2020-07-28,124.949997,129.578003,124.949997,125.430000,125.430000,2062400
2020-07-29,126.500000,128.339996,125.209999,126.680000,126.680000,2110900
2020-07-30,126.139999,127.139999,122.110001,123.320000,123.320000,2667600
2020-07-31,124.089996,125.900002,122.410004,125.900002,125.900002,2964300
2020-08-03,128.649994,134.399994,127.150002,134.320007,134.320007,5635000
2020-08-04,138.667007,142.509995,134.160004,142.250000,142.250000,10277600
2020-08-05,130.139999,138.389999,130.000000,132.690002,132.690002,10613700
2020-08-06,133.529999,136.229996,131.570007,132.580002,132.580002,3954000
2020-08-07,132.330002,135.979996,130.500000,131.509995,131.509995,3478600
2020-08-10,132.199997,132.567993,124.660004,127.430000,127.430000,3538900
2020-08-11,127.379997,128.570007,124.400002,125.500000,125.500000,2602900
2020-08-12,126.279999,126.769997,123.089996,123.830002,123.830002,3609900
2020-08-13,124.830002,127.449997,124.500000,126.989998,126.989998,2528200
2020-08-14,127.050003,127.349998,124.650002,125.040001,125.040001,1426100
2020-08-17,125.559998,126.750000,123.959999,125.500000,125.500000,1708400
2020-08-18,125.150002,126.639999,122.669998,124.309998,124.309998,2111200
2020-08-19,124.309998,126.739998,121.353996,125.349998,125.349998,3013500
2020-08-20,124.580002,129.639999,123.269997,127.919998,127.919998,2546500
2020-08-21,127.129997,128.669998,125.300003,126.000000,126.000000,1791800
2020-08-24,126.239998,127.400002,123.750000,124.510002,124.510002,1915100
2020-08-25,125.000000,125.830002,123.013000,124.510002,124.510002,1930200
2020-08-26,124.400002,126.132004,123.360001,125.519997,125.519997,2258400
2020-08-27,129.500000,138.500000,128.779999,132.149994,132.149994,10979500
2020-08-28,132.279999,134.641998,129.589996,131.020004,131.020004,2874300
2020-08-31,135.210007,138.250000,133.100006,135.850006,135.850006,4298700
2020-09-01,136.050003,136.679993,131.800003,135.240005,135.240005,2600300
2020-09-02,135.990005,135.990005,129.399994,129.699997,129.699997,3004900
2020-09-03,133.009995,142.500000,128.710007,129.800003,129.800003,10864300
2020-09-04,130.619995,134.720001,120.550003,125.820000,125.820000,4671100
2020-09-08,123.809998,137.779999,123.449997,134.470001,134.470001,7318300
2020-09-09,132.500000,139.470001,132.248001,138.169998,138.169998,4374200
